what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1456498557732
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1456498561051
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456498561708
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456501629002
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456501630924
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456506419718
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1456506425884
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1456506426071
started,bundle,org.eclipse.mylyn.pde.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.pde.ui,1456506426665
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1456506426712
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456506427868
stopped,bundle,net.sf.jadclipse,3.3.0,net.sf.jadclipse,1456506430321
