what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483412356
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483417207
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483444952
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1456483446641
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483447252
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483450560
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483459152
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1456483460345
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483460810
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483516947
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483540099
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1456483541528
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483541918
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483544569
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483572254
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1456483573268
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483573757
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483576353
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483589981
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1456483591444
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483592720
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1456483594732
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1456483634955
executed,command,,,AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction,1456483634961
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1456483656573
